Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-04-19,0.6,0.62,0.55,0.5562,3993780.0,0.0,1.0,9.0,9.3,8.25,8.343,266252.0
2017-04-18,0.61,0.65,0.5653,0.6,7030286.0,0.0,1.0,9.15,9.75,8.4795,9.0,468685.73333333
2017-04-17,0.7,0.7137,0.6077,0.7033,1.0214283E7,0.0,1.0,10.5,10.7055,9.1155,10.5495,680952.2
2017-04-13,0.6,0.695,0.5842,0.68,9993358.0,0.0,1.0,9.0,10.425,8.763,10.2,666223.86666667
2017-04-12,0.48,0.5975,0.48,0.58,4861940.0,0.0,1.0,7.2,8.9625,7.2,8.7,324129.33333333
2017-04-11,0.48,0.4898,0.475,0.4804,643775.0,0.0,1.0,7.2,7.347,7.125,7.206,42918.333333333
2017-04-10,0.4978,0.52,0.48,0.4801,963417.0,0.0,1.0,7.4670000000000005,7.8,7.2,7.2015,64227.8
2017-04-07,0.478,0.51,0.45,0.5002,2033866.0,0.0,1.0,7.17,7.65,6.75,7.502999999999999,135591.06666667
2017-04-06,0.457,0.483,0.44,0.4822,1604049.0,0.0,1.0,6.855,7.245,6.6,7.233,106936.6
2017-04-05,0.485,0.485,0.43065,0.44,5054227.0,0.0,1.0,7.275,7.275,6.45975,6.6,336948.46666667
2017-04-04,0.5193,0.525,0.48,0.4903,3294528.0,0.0,1.0,7.7895,7.875,7.2,7.3545,219635.2
2017-04-03,0.52,0.55,0.515,0.518,1737446.0,0.0,1.0,7.8,8.25,7.725,7.77,115829.73333333
2017-03-31,0.5275,0.54,0.5099,0.53,1888870.0,0.0,1.0,7.9125,8.1,7.6485,7.95,125924.66666667
2017-03-30,0.5116,0.5402,0.485,0.526,2721897.0,0.0,1.0,7.6739999999999995,8.103,7.275,7.89,181459.8
2017-03-29,0.48200000000000004,0.55,0.4811,0.531,2873067.0,0.0,1.0,7.23,8.25,7.2165,7.965,191537.8
2017-03-28,0.4871,0.4997,0.47,0.4913,1245552.0,0.0,1.0,7.3065,7.4955,7.05,7.3695,83036.8
2017-03-27,0.4895,0.4946,0.4769,0.4871,866177.0,0.0,1.0,7.3425,7.419,7.1535,7.3065,57745.133333333
2017-03-24,0.4787,0.495,0.4787,0.495,491140.0,0.0,1.0,7.1805,7.425,7.1805,7.425,32742.666666667003
2017-03-23,0.4805,0.491,0.4742,0.4878,528815.0,0.0,1.0,7.2075,7.365,7.1129999999999995,7.317,35254.333333333
2017-03-22,0.473,0.495,0.462,0.4925,1310259.0,0.0,1.0,7.095,7.425,6.93,7.3875,87350.6
2017-03-21,0.4938,0.4974,0.47,0.4957,1437993.0,0.0,1.0,7.407,7.461,7.05,7.4355,95866.2
2017-03-20,0.4989,0.51,0.48100000000000004,0.4979,906477.0,0.0,1.0,7.4835,7.65,7.215,7.4685,60431.8
2017-03-17,0.4776,0.5075,0.4776,0.48,2113493.0,0.0,1.0,7.164,7.6125,7.164,7.2,140899.53333333
2017-03-16,0.4555,0.5025,0.455,0.4989,1982634.0,0.0,1.0,6.8325,7.5375,6.825,7.4835,132175.6
2017-03-15,0.4622,0.4772,0.4531,0.47,1574315.0,0.0,1.0,6.933,7.1579999999999995,6.7965,7.05,104954.33333333
2017-03-14,0.4845,0.5,0.45299999999999996,0.4669,1543687.0,0.0,1.0,7.2675,7.5,6.795,7.0035,102912.46666667
2017-03-13,0.491,0.5264,0.48,0.5,1815627.0,0.0,1.0,7.365,7.896,7.2,7.5,121041.8
2017-03-10,0.514,0.5185,0.4753,0.5,1683887.0,0.0,1.0,7.71,7.7775,7.1295,7.5,112259.13333333
2017-03-09,0.4219,0.5067,0.4219,0.5057,3250907.0,0.0,1.0,6.3285,7.6005,6.3285,7.5855,216727.13333333
2017-03-08,0.4497,0.45,0.4258,0.433,2111639.0,0.0,1.0,6.7455,6.75,6.3870000000000005,6.495,140775.93333333
2017-03-07,0.461,0.4673,0.4201,0.4436,5374144.0,0.0,1.0,6.915,7.0095,6.3015,6.654,358276.26666667
2017-03-06,0.4756,0.4851,0.45,0.4625,3365334.0,0.0,1.0,7.1339999999999995,7.2765,6.75,6.9375,224355.6
2017-03-03,0.51,0.51,0.44,0.4721,7659176.0,0.0,1.0,7.65,7.65,6.6,7.0815,510611.73333333
2017-03-02,0.503,0.5377,0.5,0.5342,3625240.0,0.0,1.0,7.545,8.0655,7.5,8.013,241682.66666667
2017-03-01,0.5286,0.53,0.5,0.5022,2895595.0,0.0,1.0,7.928999999999999,7.95,7.5,7.5329999999999995,193039.66666667
