Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2018-03-27,24.54,25.239,24.15,24.6,747569.0,0.0,1.0,24.54,25.239,24.15,24.6,747569.0
2018-03-26,25.55,25.8395,23.51,24.53,1836280.0,0.0,1.0,25.55,25.8395,23.51,24.53,1836280.0
2018-03-23,26.0,26.325,25.23,25.36,1123201.0,0.0,1.0,26.0,26.325,25.23,25.36,1123201.0
2018-03-22,26.5,26.97,25.91,25.96,945245.0,0.0,1.0,26.5,26.97,25.91,25.96,945245.0
2018-03-21,26.51,27.24,26.46,26.71,918485.0,0.0,1.0,26.51,27.24,26.46,26.71,918485.0
2018-03-20,26.07,26.87,25.95,26.67,563206.0,0.0,1.0,26.07,26.87,25.95,26.67,563206.0
2018-03-19,26.79,26.88,25.8,26.22,1264304.0,0.0,1.0,26.79,26.88,25.8,26.22,1264304.0
2018-03-16,27.38,27.38,26.57,26.78,1312183.0,0.0,1.0,27.38,27.38,26.57,26.78,1312183.0
2018-03-15,28.94,29.16,26.61,26.79,2251504.0,0.0,1.0,28.94,29.16,26.61,26.79,2251504.0
2018-03-14,29.74,30.11,29.03,29.12,916733.0,0.0,1.0,29.74,30.11,29.03,29.12,916733.0
2018-03-13,30.84,31.0,28.8,29.51,1901913.0,0.0,1.0,30.84,31.0,28.8,29.51,1901913.0
2018-03-12,30.0,31.9699,29.93,30.95,3291695.0,0.0,1.0,30.0,31.9699,29.93,30.95,3291695.0
2018-03-09,28.05,29.38,28.05,28.7,1306963.0,0.0,1.0,28.05,29.38,28.05,28.7,1306963.0
2018-03-08,26.65,29.5,26.65,27.95,2401142.0,0.0,1.0,26.65,29.5,26.65,27.95,2401142.0
2018-03-07,27.18,27.44,26.28,26.78,1543500.0,0.0,1.0,27.18,27.44,26.28,26.78,1543500.0
2018-03-06,28.14,28.43,27.3,27.45,1590027.0,0.0,1.0,28.14,28.43,27.3,27.45,1590027.0
2018-03-05,27.95,28.55,27.48,27.53,949419.0,0.0,1.0,27.95,28.55,27.48,27.53,949419.0
2018-03-02,27.5,28.105,27.01,27.95,1041896.0,0.0,1.0,27.5,28.105,27.01,27.95,1041896.0
