Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
2017-07-28,71.64,72.44,69.38,70.44,7951830.0,0.0,1.0,71.141959591571,71.936398001304,68.89767108407601,69.950301976972,7951830.0
2017-07-27,72.78,72.8017,70.88,71.73,7351961.0,0.0,1.0,72.27403432544001,72.295583467304,70.387243102325,71.231333912666,7351961.0
2017-07-26,72.37,72.6896,71.95,72.59,4676556.0,0.0,1.0,71.866884640452,72.18426278513999,71.44980447534199,72.085355203128,4676556.0
2017-07-25,74.4,74.55,72.47,72.52,6154413.0,0.0,1.0,73.882772105149,74.031729306974,71.96618944166799,72.015841842277,6154413.0
2017-07-24,74.63,74.75,73.8375,73.91,5407627.0,0.0,1.0,74.111173147947,74.230338909407,73.324182598305,73.39617857918701,5407627.0
2017-07-21,73.98,75.04,73.85,74.63,4922621.0,0.0,1.0,73.465691940039,74.518322832935,73.336595698458,74.111173147947,4922621.0
2017-07-20,72.99,74.22,72.945,74.01,5220708.0,0.0,1.0,72.482574407995,73.704023462959,72.43788724744701,73.495483380404,5220708.0
2017-07-19,72.48,72.77,72.02,72.77,3145522.0,0.0,1.0,71.97611992179,72.264103845318,71.519317836194,72.264103845318,3145522.0
2017-07-18,72.63,72.86,71.75,72.23,5247379.0,0.0,1.0,72.125077123615,72.353478166413,71.251194872909,71.727857918749,5247379.0
2017-07-17,73.1,73.47,72.69,72.7,3459145.0,0.0,1.0,72.591809689333,72.959237453834,72.18466000434499,72.194590484467,3459145.0
2017-07-14,72.62,73.23,72.51,73.11,4256868.0,0.0,1.0,72.115146643493,72.72090593091501,72.005911362155,72.601740169455,4256868.0
2017-07-13,71.94,72.895,71.67,72.63,5168709.0,0.0,1.0,71.439873995221,72.388234846839,71.171751031936,72.125077123615,5168709.0
2017-07-12,71.51,72.13,71.3,71.88,4841537.0,0.64,1.0,71.012863349989,71.628553117532,70.804323267434,71.380291114491,4841537.0
2017-07-11,71.89,72.17,71.33,71.84,3527484.0,0.0,1.0,70.760192060407,71.03579164,70.208992901222,70.710977849766,3527484.0
2017-07-10,71.8,72.225,71.5789,71.83,3150182.0,0.0,1.0,70.671606481252,71.089927271705,70.45398124179499,70.70113500763699,3150182.0
2017-07-07,72.11,72.11,71.63,72.03,4123406.0,0.0,1.0,70.97673458723,70.97673458723,70.504278165071,70.897991850203,4123406.0
2017-07-06,72.24,72.45,71.41,71.73,4343910.0,0.0,1.0,71.10469153489801,71.311391219592,70.287735638248,70.602706586354,4343910.0
2017-07-05,72.48,72.74,71.99,72.48,4733154.0,0.0,1.0,71.340919745977,71.596833641313,70.85862048169001,71.340919745977,4733154.0
2017-07-03,72.76,72.99,72.37,72.42,2570706.0,0.0,1.0,71.61651932557,71.842904694521,71.232648482566,71.281862693207,2570706.0
2017-06-30,72.57,72.82,72.21,72.51,4683091.0,0.0,1.0,71.429505325132,71.67557637834001,71.075163008513,71.370448272362,4683091.0
2017-06-29,73.15,73.17,71.91,72.48,4391431.0,0.0,1.0,72.000390168574,72.020075852831,70.779877744664,71.340919745977,4391431.0
2017-06-28,72.72,73.54,72.58,72.92,4194616.0,0.0,1.0,71.577147957057,72.38426101157799,71.43934816726,71.774004799623,4194616.0
2017-06-27,72.7,73.06,72.25,72.39,4478190.0,0.0,1.0,71.5574622728,71.911804589419,71.11453437702599,71.25233416682299,4478190.0
2017-06-26,72.79,72.945,72.41,72.74,4012508.0,0.0,1.0,71.646047851955,71.798611904944,71.272019851079,71.596833641313,4012508.0
2017-06-23,73.2,73.49,72.26,72.64,6797205.0,0.0,1.0,72.049604379215,72.335046800936,71.124377219155,71.49840522003001,6797205.0
2017-06-22,71.49,73.67,71.41,73.18,9921254.0,0.0,1.0,70.36647837527501,72.512217959246,70.287735638248,72.02991869495901,9921254.0
2017-06-21,71.11,71.7,71.05,71.34,6070160.0,0.0,1.0,69.992450374399,70.573178059969,69.933393321629,70.21883574335,6070160.0
2017-06-20,71.44,71.81,71.16,71.22,6492054.0,0.0,1.0,70.317264164633,70.681449323381,70.041664585041,70.10072163781,6492054.0
2017-06-19,71.11,71.59,70.94,71.34,6325260.0,0.0,1.0,69.992450374399,70.464906796558,69.825122058218,70.21883574335,6325260.0
2017-06-16,70.8,71.12,70.49,71.05,9020326.0,0.0,1.0,69.68732226842201,70.00229321652701,69.382194162444,69.933393321629,9020326.0
2017-06-15,70.34100000000001,70.65,69.88,70.6,4670036.0,0.0,1.0,69.235535814732,69.539679636497,68.781780792617,69.49046542585499,4670036.0
2017-06-14,69.48,70.79,69.37,70.52,6573178.0,0.0,1.0,68.388067107485,69.677479426293,68.27979584407299,69.411722688829,6573178.0
2017-06-13,69.62,70.03,69.42,69.67,5225616.0,0.0,1.0,68.52586689728099,68.929423424542,68.329010054715,68.575081107923,5225616.0
2017-06-12,69.79,69.9,68.89,69.53,6034751.0,0.0,1.0,68.693195213462,68.801466476874,67.807339421915,68.437281318126,6034751.0
2017-06-09,68.8,69.83,68.7201,69.67,6112345.0,0.0,1.0,67.71875384276,68.732566581976,67.640109534155,68.575081107923,6112345.0
2017-06-08,68.67,69.05,68.335,68.76,6033209.0,0.0,1.0,67.590796895092,67.964824895968,67.261061683794,67.67938247424699,6033209.0
2017-06-07,68.01,69.32,68.01,68.75,8404762.0,0.0,1.0,66.941169314624,68.230581633432,66.941169314624,67.669539632118,8404762.0
2017-06-06,67.48,68.095,67.37,67.87,5472179.0,0.0,1.0,66.419498681823,67.02483347271401,66.311227418412,66.803369524827,5472179.0
2017-06-05,67.25,67.86,66.88,67.51,4899169.0,0.0,1.0,66.193113312872,66.79352668269901,65.82892815412501,66.449027208208,4899169.0
2017-06-02,66.809,67.31,66.62,67.25,5623481.0,0.0,1.0,65.759043975014,66.252170365642,65.573014258789,66.193113312872,5623481.0
2017-06-01,66.255,66.725,66.12,66.71,4516912.0,0.0,1.0,65.213750521105,65.676364101136,65.080872152373,65.661599837944,4516912.0
2017-05-31,66.24,66.41,65.61,66.02,6874577.0,0.0,1.0,65.19898625791299,65.366314574094,64.57888720383,64.98244373109,6874577.0
2017-05-30,65.89,66.2,65.81,66.02,4740856.0,0.0,1.0,64.854486783422,65.15961488939999,64.775744046396,64.98244373109,4740856.0
2017-05-26,66.14,66.41,65.851,66.06,4064896.0,0.0,1.0,65.10055783663,65.366314574094,64.816099699122,65.021815099604,4064896.0
2017-05-25,66.06,66.57,65.8,66.32,4030788.0,0.0,1.0,65.021815099604,65.523800048147,64.765901204267,65.277728994939,4030788.0
2017-05-24,65.79,66.12,65.57,65.93,3174632.0,0.0,1.0,64.756058362139,65.080872152373,64.539515835316,64.89385815193499,3174632.0
2017-05-23,65.44,66.26,65.43,65.84,4676455.0,0.0,1.0,64.411558887648,65.21867194216999,64.40171604551999,64.805272572781,4676455.0
2017-05-22,65.55,65.619,64.8,65.44,5475547.0,0.0,1.0,64.51983015106,64.587745761745,63.781616991437,64.411558887648,5475547.0
2017-05-19,65.74,66.01,65.31,65.58,5947195.0,0.0,1.0,64.706844151498,64.972600888962,64.28360193998,64.549358677445,5947195.0
2017-05-18,65.37,66.1,65.2,65.63,5953445.0,0.0,1.0,64.34265899275,65.061186468117,64.175330676569,64.59857288808601,5953445.0
2017-05-17,64.98,66.34,64.61,65.37,1.2620651E7,0.0,1.0,63.958788149746,65.297414679196,63.594602990999,64.34265899275,1.2620651E7
2017-05-16,66.73,66.92,66.33,66.85,6247520.0,0.0,1.0,65.6812855222,65.868299522638,65.287571837068,65.79939962774,6247520.0
2017-05-15,66.07,66.85,65.95,66.67,8410166.0,0.0,1.0,65.03165794173199,65.79939962774,64.91354383619199,65.62222846943001,8410166.0
2017-05-12,65.27,66.19,65.21,66.06,6007756.0,0.0,1.0,64.244230571467,65.149772047271,64.185173518697,65.021815099604,6007756.0
2017-05-11,65.9,65.96,64.655,65.3,7795328.0,0.0,1.0,64.86432962555101,64.92338667832,63.638895780576,64.27375909785201,7795328.0
2017-05-10,66.16,66.23,65.36,65.98,5128178.0,0.0,1.0,65.120243520887,65.189143415785,64.332816150622,64.943072362577,5128178.0
